x,y,z,ts
-0.6671319007873535,-0.086891770362854,0.3816766142845154,1637234959225000000
0.07881641387939453,-0.3910960555076599,-0.41056519746780396,1637234959240003311
0.040419578552246094,-0.28017160296440125,-0.7003464698791504,1637234959244912634
-0.045815467834472656,-0.24815255403518677,-0.829761266708374,1637234959249821332
-0.20367145538330078,-0.1680115908384323,-0.734140157699585,1637234959254730551
-0.19632434844970703,-0.07058148086071014,-0.41176629066467285,1637234959259639197
-0.13634872436523438,-0.02813558280467987,0.02877393364906311,1637234959264548416
-0.05730628967285156,-0.1250360608100891,0.4512318968772888,1637234959269457426
-0.14570999145507812,-0.011232376098632812,0.6475156545639038,1637234959274366488
-0.38939666748046875,0.3426097631454468,0.5920870304107666,1637234959279275968
-0.714019775390625,0.5553666353225708,0.2816011905670166,1637234959284184301
-0.47873497009277344,0.43383029103279114,0.09793424606323242,1637234959289094041
0.12444305419921875,0.09409260749816895,0.172644704580307,1637234959294002530
0.31795310974121094,-0.07563529908657074,0.07017597556114197,1637234959298911436
-0.2467498779296875,0.13721656799316406,-0.17120550572872162,1637234959303820655
-0.6505155563354492,0.303611695766449,-0.2640669643878937,1637234959308729822
-0.1475658416748047,-0.028895080089569092,-0.004171222448348999,1637234959313638624
0.2614736557006836,-0.578959047794342,0.06003040075302124,1637234959318547947
0.045894622802734375,-0.6999536752700806,-0.18794701993465424,1637234959323456801
-0.6858720779418945,-0.3019852042198181,-0.5405352115631104,1637234959328367166
-1.139303207397461,-0.01155698299407959,-0.7950028777122498,1637234959333275238
-0.7958927154541016,-0.09097233414649963,-0.5548888444900513,1637234959338192895
-0.08466720581054688,-0.3117658495903015,-0.14111626148223877,1637234959343093728
0.14265155792236328,-0.2075430303812027,0.12426704168319702,1637234959348013676
-0.21853351593017578,0.26246702671051025,0.03332924842834473,1637234959352911957
-0.21344947814941406,0.5186566114425659,0.045901745557785034,1637234959357776384
0.20044994354248047,0.37551426887512207,0.22662097215652466,1637234959362746697
0.44405174255371094,0.16719183325767517,0.31976571679115295,1637234959367701593
0.23785972595214844,0.3265193700790405,0.3202688694000244,1637234959372709926
0.034340858459472656,0.44041377305984497,0.40381723642349243,1637234959377713572
