DeviceID,ts,EventDate,SceneDescriptionKey,ClassID,Score,Top,Left,Height,Width,TimeToCollision
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234959252936900,2021-11-18 11:29:19,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234959252936900,2.0,0.930823802947998,502.9120178222656,1128.9805908203125,50.526580810546875,74.952392578125,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234959252936900,2021-11-18 11:29:19,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234959252936900,2.0,0.774530291557312,491.4256286621094,1475.0323486328125,66.66549682617188,162.1190185546875,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234959252936900,2021-11-18 11:29:19,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234959252936900,7.0,0.6023471355438232,421.70794677734375,772.6168823242188,36.09979248046875,18.904541015625,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234959686003905,2021-11-18 11:29:19,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234959686003905,2.0,0.7801930904388428,513.4605712890625,1170.294921875,45.97613525390625,67.7625732421875,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234959686003905,2021-11-18 11:29:19,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234959686003905,2.0,0.5957601070404053,495.21356201171875,1605.486328125,70.564453125,120.761962890625,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234959686003905,2021-11-18 11:29:19,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234959686003905,2.0,0.5054434537887573,488.0896911621094,314.69085693359375,50.469024658203125,128.4862060546875,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234960085757911,2021-11-18 11:29:20,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234960085757911,2.0,0.9614800810813904,460.12939453125,141.22752380371094,62.7528076171875,158.26539611816406,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234960085757911,2021-11-18 11:29:20,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234960085757911,2.0,0.8721096515655518,480.32818603515625,1159.7821044921875,52.43121337890625,91.50146484375,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234960085757911,2021-11-18 11:29:20,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234960085757911,2.0,0.6998051404953003,476.0730285644531,545.7838745117188,49.917266845703125,85.65533447265625,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234960085757911,2021-11-18 11:29:20,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234960085757911,6.0,0.5517904758453369,435.1033935546875,1646.148681640625,102.75775146484375,201.1470947265625,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234960485516916,2021-11-18 11:29:20,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234960485516916,0.0,0.5069422125816345,463.8769836425781,1710.7451171875,139.60061645507812,99.7371826171875,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234960485516916,2021-11-18 11:29:20,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234960485516916,2.0,0.8544284105300903,472.6778564453125,0.32947540283203125,63.87823486328125,121.74421691894531,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234960485516916,2021-11-18 11:29:20,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234960485516916,2.0,0.7435591816902161,487.1488952636719,1134.01416015625,57.225616455078125,117.8492431640625,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234960485516916,2021-11-18 11:29:20,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234960485516916,2.0,0.5386596918106079,456.3715515136719,1816.1669921875,96.19772338867188,96.4715576171875,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234960885437916,2021-11-18 11:29:20,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234960885437916,2.0,0.8615054488182068,489.9695129394531,1112.7991943359375,54.896942138671875,106.9384765625,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234961318867911,2021-11-18 11:29:21,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234961318867911,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234961719125900,2021-11-18 11:29:21,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234961719125900,0.0,0.5427781343460083,485.70556640625,1498.466064453125,85.82281494140625,38.15283203125,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234961719125900,2021-11-18 11:29:21,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234961719125900,0.0,0.5667139887809753,484.03045654296875,1569.7091064453125,79.5113525390625,32.661376953125,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234962118884905,2021-11-18 11:29:22,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234962118884905,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234962518819905,2021-11-18 11:29:22,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234962518819905,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234962952235899,2021-11-18 11:29:22,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234962952235899,2.0,0.5572905540466309,568.0723876953125,1804.6932373046875,80.94110107421875,106.9384765625,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234963351832910,2021-11-18 11:29:23,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234963351832910,6.0,0.8209714889526367,455.8360900878906,1612.489501953125,218.68301391601562,300.006591796875,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234963750208960,2021-11-18 11:29:23,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234963750208960,6.0,0.7595901489257812,425.3917541503906,1639.80078125,251.69204711914062,277.1014404296875,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234964182044005,2021-11-18 11:29:24,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234964182044005,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234964580735045,2021-11-18 11:29:24,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234964580735045,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234965013988045,2021-11-18 11:29:25,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234965013988045,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234965415407997,2021-11-18 11:29:25,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234965415407997,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234965849143981,2021-11-18 11:29:25,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234965849143981,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234966249941953,2021-11-18 11:29:26,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234966249941953,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234966650260940,2021-11-18 11:29:26,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234966650260940,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234967083890928,2021-11-18 11:29:27,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234967083890928,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234967483806928,2021-11-18 11:29:27,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234967483806928,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234967883733928,2021-11-18 11:29:27,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234967883733928,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234968316791934,2021-11-18 11:29:28,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234968316791934,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234968750254928,2021-11-18 11:29:28,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234968750254928,,,,,,,
eb67a552-a37a-41c4-989f-55bb0ff3cf38,1637234969150337923,2021-11-18 11:29:29,eb67a552-a37a-41c4-989f-55bb0ff3cf38-1637234969150337923,2.0,0.6312868595123291,509.44921875,1271.8310546875,41.09185791015625,124.00537109375,
